203,37198
204,45957
205,86120
206,48267
207,54305
208,63491
209,36249
210,87464
211,70317
212,65032
213,94533
214,20217
215,23975
216,25212
217,47998
218,69260
219,36040
220,46671
221,77565
222,37091
223,74538
224,18750
225,91702
226,32046
227,17688
228,18062
229,56028
230,83050
231,65681
232,13887
233,87229
234,65568
235,75472
236,40733
237,83443
238,39451
239,13466
240,45698
241,37707
242,62939
243,25357
244,66248
245,91247
246,91231
247,40998
248,43776
249,20970
250,84326
251,32506
252,42259
253,28520
254,24482
255,64922
256,47114
257,12211
258,36662
259,48370
260,71054
261,53507
262,20671
263,23046
264,58877
265,47731
266,20887
267,70627
268,20007
269,37466
270,21469
271,49699
272,36098
273,28502
274,35344
275,18975
276,93327
277,62063
278,30225
279,82163
280,35391
281,19018
282,42929
283,15314
284,58028
285,96483
286,98274
287,13949
288,23377
289,66425
290,90077
291,39197
292,98620
293,41380
294,19672
295,49220
296,32653
297,28452
298,58063
299,96663
300,26364
301,57452
302,92366
303,37325
304,99203
305,63447
306,51477
307,21394
308,77725
309,29786
310,98703
311,18226
312,82528
313,20528
314,83446
315,16272
316,87546
317,53652
318,47494
319,28506
320,81683
321,83166
322,28610
323,44440
324,73279
325,94739
326,86632
327,55398
328,89423
329,99461
330,45586
331,18176
332,87685
333,97893
334,46616
335,72333
336,75995
337,25725
338,61202
339,25963
340,89108
341,45970
342,41563
343,89717
344,25730
345,40931
346,84548
347,95648
348,15786
349,57982
350,61283
351,14440
352,75940
353,90328
354,96906
355,97218
356,66496
357,33238
358,17996
359,57609
360,15554
361,99387
362,26800
363,87684
364,60001
365,26579
366,53953
367,14155
368,80812
369,74208
370,94609
371,16713
372,46745
373,71656
374,66313
375,32409
376,29552
377,96099
378,84225
379,41211
380,40580
381,23885
382,58354
383,54701
384,13942
385,90812
386,53773
387,84464
388,39569
389,73568
390,19262
391,11209
392,96071
393,83643
394,56922
395,20650
396,49753
397,66138
398,10886
399,80059
400,92126
401,69579
402,19752
403,22824
404,73846
405,88636
406,26571
407,70553
408,62970
409,12658
410,72427
411,37814
412,63959
413,71436
414,40681
415,30401
416,57736
417,37335
418,13735
419,90121
420,35868
421,90793
422,28903
423,36148
424,56129
425,48618
426,96284
427,42140
428,87967
429,73026
430,46591
431,98066
432,86151
433,50700
434,97465
435,33281
436,95930
437,53802
438,83670
439,18706
440,30626
441,92375
442,57524
443,51561
444,28212
445,77499
446,48062
447,40019
448,71506
449,75915
450,94542
451,40635
452,56490
453,25489
454,68798
455,82023
456,37903
457,45894
458,35700
459,58820
460,68290
461,93430
462,96264
463,57586
464,68982
465,97390
466,98775
467,39642
468,46657
469,26076
470,63701
471,65489
472,27424
473,29215
474,44737
475,74137
476,17713
477,94120
478,71255
479,95402
480,35220
481,78222
482,28040
483,87625
484,85728
485,57375
486,25057
487,92547
488,20256
489,96367
490,90556
491,12734
492,74367
493,49643
494,58193
495,30340
496,91301
497,57633
498,39131
499,90873
500,26499
501,36025
502,44315
503,74359
504,44652
505,77624
506,28290
507,61259
508,98336
509,64474
510,23069
511,30370
512,56696
513,29031
514,63578
515,98900
516,19935
517,47802
518,93510
519,50986
520,10785
521,89422
522,56686
523,68990
524,33063
525,18555
526,21740
527,13713
528,70099
529,70031
530,31560
531,14877
532,73278
533,81919
534,37762
535,66614
536,76181
537,84190
538,46896
539,48742
540,61784
541,32980
542,53240
543,31011
544,90677
545,63983
546,65960
547,42673
548,59473
549,57593
550,12962
551,27283
552,14731
553,32356
554,53421
555,69844
556,57446
557,86399
558,61776
559,81901
560,40041
561,43965
562,70080
563,52312
564,34930
565,86921
566,98298
567,77650
568,73040
569,83096
570,44196
571,19814
572,64221
573,44188
574,27895
575,30403
576,25875
577,98469
578,37850
579,83059
580,38443
581,40181
582,46444
583,83647
584,79563
585,52366
586,16606
587,46945
588,45413
589,49830
590,54294
591,78456
592,36022
593,17962
594,87354
595,30312
596,40748
597,22699
598,51659
599,72335
600,19375
601,87719
602,87955
603,77495
604,87678
605,30042
606,76540
607,54168
608,14053
609,23013
610,37224
611,92871
612,74029
613,87046
614,90136
615,61681
616,64463
617,37558
618,48174
619,10195
620,30469
621,12028
622,34906
623,33388
624,54682
625,76826
626,10415
627,28551
628,61658
629,25747
630,34565
631,83000
632,72692
633,66921
634,93512
635,85323
636,49469
637,28054
638,37656
639,98101
640,15834
641,56710
642,22388
643,63687
644,10189
645,44130
646,85784
647,94449
648,33783
649,95663
650,99297
651,25679
652,38465
653,96449
654,28716
655,18339
656,59220
657,49743
658,54842
659,16208
660,22329
661,80779
662,47385
663,83157
664,50948
665,97556
666,14676
667,41671
668,27572
669,31801
670,80924
671,19821
672,69116
673,72916
674,90715
675,93503
676,72589
677,81602
678,39467
679,43082
680,21453
681,70158
682,22926
683,52782
684,31602
685,80849
686,42283
687,39854
688,76416
689,54735
690,87843
691,43506
692,58696
693,82105
694,43880
695,27213
696,50858
697,23308
698,91607
699,92458
700,88047
701,39707
702,59520
703,73884
704,75188
705,97453
706,86362
707,93466
708,26846
709,54263
710,86198
711,28394
712,72088
713,52560
714,62303
715,61022
716,80597
717,98012
718,12007
719,64854
720,39450
721,43714
722,75220
723,21798
724,66034
725,51403
726,31684
727,68243
728,95819
729,47809
730,78405
731,45203
732,56367
733,38829
734,77256
735,32053
736,97055
737,56927
738,26605
739,49081
740,94749
741,27544
742,92905
743,95138
744,91700
745,36378
746,21461
747,69221
748,80379
749,47444
750,81656
751,89032
752,20960
753,90033
754,47399
755,40007
756,19155
757,81521
758,95163
759,92533
760,66886
761,63233
762,73624
763,26472
764,26369
765,61162
766,43133
767,46325
768,92781
769,35310
770,20269
771,29385
772,16223
773,61477
774,10475
775,50317
776,37305
777,19429
778,89706
779,87082
780,92330
781,15582
782,22378
783,67874
784,34377
785,97143
786,46942
787,40120
788,76251
789,82927
790,99242
791,62827
792,31024
793,73299
794,40608
795,58133
796,54194
797,26434
798,22481
799,12500
800,60393
801,81724
802,70581
803,69925
804,11654
805,34779
806,81953
807,27825
808,20595
809,85387
810,71220
811,23852
812,30499
813,58093
814,68872
815,23527
816,35589
817,93179
818,19253
819,54757
820,26868
821,58626
822,34678
823,92260
824,91438
825,24633
826,22019
827,83101
828,80572
829,37836
830,80362
831,94170
832,30510
833,58970
834,66754
835,59909
836,31339
837,12472
838,31518
839,67702
840,66880
841,24619
842,79535
843,56104
844,61653
845,68420
846,82865
847,63021
848,29585
849,16299
850,82509
851,79438
852,41284
853,54257
854,66528
855,98387
856,84462
857,70927
858,72352
859,72430
860,74456
861,71938
862,59252
863,80722
864,76213
865,84977
866,84379
867,91112
868,37916
869,68116
870,52472
871,80398
872,97900
873,89399
874,87335
875,92282
876,28292
877,81089
878,57998
879,40830
880,97289
881,53483
882,41727
883,42169
884,78058
885,45106
886,65835
887,25260
888,14121
889,49262
890,86403
891,80880
892,62154
893,92322
894,17848
895,74840
896,12186
897,61224
898,35656
899,58751
900,69140
901,59920
902,85170
903,21690
904,10014
905,69991
906,94808
907,57092
908,82147
909,12158
910,80043
911,98842
912,13514
913,95034
914,27520
915,55632
916,95099
917,74439
918,73554
919,37217
920,57121
921,85894
922,43902
923,63020
924,64466
925,61426
926,24546
927,33601
928,37049
929,57312
930,88119
931,20940
932,71987
933,62478
934,17102
935,17535
936,11530
937,36885
938,80664
939,82712
940,63878
941,89340
942,34595
943,94759
944,80467
945,40165
946,79687
947,72812
948,51165
949,11617
950,14921
951,40797
952,32199
953,15432
954,11440
955,74735
956,54937
957,63276
958,19212
959,91211
960,97837
961,70466
962,16062
963,25541
964,32732
965,33035
966,78248
967,19622
968,97405
969,64625
970,12088
971,73703
972,69637
973,89089
974,40690
975,12319
976,89732
977,45127
978,39084
979,40208
980,12171
981,55059
982,48237
983,77792
984,10104
985,24652
986,65323
987,39769
988,61849
989,53637
990,69495
991,37923
992,36769
993,44599
994,66639
995,42167
996,86629
997,97811
998,31479
999,97449
1000,12283
